Tyre Size (mm),Tyre Mass (g),Pressure (Bars),Rim Size (mm),Wri (mm),Wro (mm),hr (mm),Rim Mass (g),Rim Iz (mm^4),Energy (J)
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.4831
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.6101
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.5969
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.5316
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.7217
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.4484
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.7132
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.369
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.5216
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.3288
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.4776
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.3644
23,196,8,19,18.9,23.3,16.7,424,1.58E+03,2.3713
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.2486
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.263
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.2622
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.224
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.2442
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1497
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1932
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.0662
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1707
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1323
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.2048
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1619
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.2859
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1665
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.4168
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1673
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.4451
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1352
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.3447
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.2204
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1636
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.4754
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.2303
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.3167
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.3746
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.216
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.4577
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1237
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.2702
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.0714
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1713
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1723
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1389
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1985
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.3226
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.201
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.3702
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1404
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.3799
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1048
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9095
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.0403
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9655
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9646
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9764
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9605
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9749
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.0334
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9416
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9628
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.8644
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9906
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9029
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9595
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.9054
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.0557
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.8229
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.1076
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,1.827
23,196,7,19,18.9,23.3,16.7,424,1.58E+03,2.0312
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.564
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6403
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5703
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6804
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5909
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.8036
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6118
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7958
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6273
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6929
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7898
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5657
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7232
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.4952
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5016
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5667
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6653
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5843
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7156
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5379
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5564
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7681
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7137
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7133
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7124
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7204
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5197
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6088
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5421
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7156
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.644
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.7919
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6145
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.9099
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5918
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.8128
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.8261
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6051
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.8151
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.4866
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.3965
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6217
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.489
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5294
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5011
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5395
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.4434
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5657
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.4243
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5667
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.4727
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5829
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.3887
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.685
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.4574
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5022
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.6121
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.3608
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.5534
23,196,6,19,18.9,23.3,16.7,424,1.58E+03,1.3859
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1166
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1811
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0745
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.2547
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0218
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1302
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9903
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1789
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0426
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1771
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1777
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1477
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.009
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0749
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9956
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1599
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0222
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.2355
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.071
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1427
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9905
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0324
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.2288
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0318
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1857
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0258
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1056
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9652
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1861
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1179
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1217
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1557
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0706
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.8983
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0659
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.957
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1754
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0202
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.2276
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1007
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.8934
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0723
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.8964
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0636
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0402
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.8911
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.976
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.8945
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9795
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.0358
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,1.1444
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.8931
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9716
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.7359
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9638
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.8877
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9774
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9884
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.9819
23,196,5,19,18.9,23.3,16.7,424,1.58E+03,0.8607
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6857
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6355
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6447
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5123
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6891
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6247
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.7495
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.7075
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6283
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6059
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6716
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.723
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6203
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6908
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.575
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6882
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6601
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6712
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6996
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6654
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5128
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.7237
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6597
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.7435
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.7264
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6171
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.622
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6456
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.7293
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.613
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6546
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5984
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6737
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.7345
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6369
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5901
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6187
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.4749
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6567
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6186
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.4903
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6225
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5158
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5843
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5728
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.4915
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5483
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6251
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6429
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.4202
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5067
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.4657
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5172
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5966
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5629
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.497
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.5544
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.4875
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.6178
23,196,4,19,18.9,23.3,16.7,424,1.58E+03,0.519
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3625
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3893
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3466
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.446
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4416
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3941
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3824
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.432
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4396
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3557
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3995
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4444
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4109
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3234
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4016
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3541
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4704
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4258
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3917
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.402
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4176
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3683
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4166
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3907
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.296
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4531
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4414
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4078
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3693
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4078
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4622
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3833
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3896
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4131
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3794
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3794
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3927
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3157
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4554
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.438
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3274
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4262
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3824
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3748
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3649
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4332
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4175
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3005
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.341
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3781
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3883
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3828
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3917
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3451
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4316
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3867
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3418
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.3617
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4476
23,196,3,19,18.9,23.3,16.7,424,1.58E+03,0.4101
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.413
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4108
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5776
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5597
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5331
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4715
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4418
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3938
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4416
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.2728
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5946
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5413
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5493
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4983
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4708
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4215
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4086
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5412
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5033
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.467
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4664
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4955
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5367
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5711
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4851
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3793
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4823
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3116
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3499
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4901
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.327
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5425
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4756
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4387
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3943
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4031
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.2803
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4088
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4405
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3428
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4555
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.5348
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4635
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3258
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.2848
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3086
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3622
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4483
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4445
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3855
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.213
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.2952
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.1085
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.184
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.4459
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.2479
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3773
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.3526
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.186
25,221,9,19,18.9,23.3,16.7,424,1.58E+03,3.336
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.413
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4108
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5776
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5597
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5331
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4715
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4418
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3938
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4416
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.2728
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5946
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5413
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5493
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4983
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4708
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4215
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4086
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5412
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5033
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.467
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4664
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4955
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5367
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5711
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4851
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3793
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4823
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3116
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3499
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4901
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.327
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5425
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4756
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4387
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3943
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4031
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.2803
