Tyre Size (mm),Tyre Mass (g),Pressure (Bars),Rim Size (mm),Wri (mm),Wro (mm),hr (mm),Rim Mass (g),Rim Iz (mm^4),Energy (J)
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3487
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.349
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.1517
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3565
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.5216
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3221
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4509
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.1363
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4182
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4362
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.2961
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4222
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4104
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.1614
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4298
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3698
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.2471
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4513
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3951
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4176
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4271
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.0787
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3555
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4799
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4929
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4478
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.1022
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4511
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3265
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.343
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4473
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3895
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.148
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0499
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9347
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9933
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9877
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.7351
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9482
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0185
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.8409
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9729
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.7814
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.913
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.7852
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9889
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.896
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0843
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.916
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9203
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.8427
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.7941
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9071
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0051
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0015
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.7746
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9551
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0917
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9929
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9994
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.675
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9379
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9954
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.888
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.8325
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.8969
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.6446
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.8056
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9648
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.8002
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9252
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.553
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.7297
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.2634
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.13
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.3291
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.2193
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.973
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0883
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.1874
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.4128
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.1486
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.8646
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.2163
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.1613
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0564
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.2892
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.1356
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9377
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,3.9839
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.1428
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.2668
28,253,8,19,18.9,23.3,16.7,424,1.58E+03,4.0589
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.6332
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.5315
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.27
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.5032
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.5718
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4443
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4172
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.5898
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4764
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4898
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2895
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4412
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.6032
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3017
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4068
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2496
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3443
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2583
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.5327
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4987
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.6326
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3633
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4943
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.361
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.311
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3013
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.414
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3617
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.456
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.5659
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4588
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.1128
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.318
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4554
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2688
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3816
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2241
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3015
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2863
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3647
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3217
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4237
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2178
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3734
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.4752
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.035
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2829
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2858
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.272
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.1514
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3092
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3101
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3609
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3296
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.2929
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.1196
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.1953
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3992
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3684
28,253,7,19,18.9,23.3,16.7,424,1.58E+03,3.3453
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7927
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7636
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.782
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8599
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8295
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7579
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8407
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6459
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8487
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7284
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.752
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8603
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7554
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7879
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7065
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7347
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5852
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8416
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8273
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7561
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8081
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7036
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7728
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5778
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.9094
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8863
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7089
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7036
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7937
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7294
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8941
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6761
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6161
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8654
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7519
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.791
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5776
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6965
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6171
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.8364
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.644
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5945
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.3387
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5916
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.7415
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.3294
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.4974
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6799
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5678
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.318
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5879
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6265
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5468
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.4576
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.579
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6055
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5665
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.2926
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.5173
28,253,6,19,18.9,23.3,16.7,424,1.58E+03,2.6702
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9659
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8916
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0416
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0643
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9792
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9287
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9564
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9533
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0681
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8804
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9858
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.7853
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0458
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9298
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8914
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0452
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.7824
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8674
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0204
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0253
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0493
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8648
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0135
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8379
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.1035
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0623
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0474
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9553
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0148
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.33
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0942
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9389
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0251
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8885
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9089
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.1396
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8208
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9664
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.1365
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0207
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9129
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9023
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8922
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8648
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.6402
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8394
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8413
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9557
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9416
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.7962
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8106
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8954
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9041
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.9601
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.6792
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8975
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.8196
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.7699
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,2.0251
28,253,5,19,18.9,23.3,16.7,424,1.58E+03,1.6836
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2074
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1942
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1514
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.303
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1687
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2484
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1203
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2067
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0636
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.234
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0401
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2511
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1118
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2279
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2045
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1218
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2716
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0142
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1858
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1423
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1646
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2691
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2299
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2724
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1848
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2882
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1079
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.217
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1165
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2094
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2319
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1345
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.3212
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0533
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2781
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1872
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2066
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.2626
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1837
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1702
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,0.993
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.145
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1195
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1821
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1757
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1079
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0647
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0439
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0476
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1111
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1134
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1066
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0868
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1655
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,0.9997
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1679
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,0.9424
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.1075
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0562
28,253,4,19,18.9,23.3,16.7,424,1.58E+03,1.0037
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.541
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5449
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5261
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5315
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5321
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5307
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5279
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5396
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5268
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5296
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5155
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5327
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5293
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5304
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.525
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5229
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5204
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5269
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5232
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5267
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5686
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.682
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5442
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.6673
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5349
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.6157
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5391
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.6058
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5281
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5965
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5477
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5982
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5335
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.6183
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5733
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.6116
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5629
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.6078
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.585
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.5854
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4069
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4744
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4112
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4821
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4148
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4847
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4051
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4727
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.419
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4853
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4079
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.492
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.417
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4897
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4171
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4825
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4182
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4853
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4179
28,253,3,19,18.9,23.3,16.7,424,1.58E+03,0.4873
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3494
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3206
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3405
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3371
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3404
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.357
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.333
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3861
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3476
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3934
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3297
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3636
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3107
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.314
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3168
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.2711
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3381
