Tyre Size (mm),Pressure (Bars),Rim Size (mm),Energy (J)
20,6,23,1.8866
20,6,23,1.8378
20,6,23,1.7713
20,6,23,1.8485
20,6,23,1.9292
20,5,23,1.4264
20,5,23,1.3816
20,5,23,1.3477
20,5,23,1.3621
20,5,23,1.3733
20,5,23,1.3557
20,5,23,1.3397
20,5,23,1.3259
20,5,23,1.3708
20,5,23,1.4429
20,5,23,1.3615
20,5,23,1.3053
20,5,23,1.3333
20,5,23,1.2979
20,5,23,1.3315
20,5,23,1.3518
20,5,23,1.3466
20,5,23,1.2695
20,5,23,1.401
20,5,23,1.3916
20,5,23,1.3004
20,5,23,1.4093
20,5,23,1.3196
20,5,23,1.3888
20,5,23,1.3844
20,5,23,1.3727
20,5,23,1.3478
20,5,23,1.3854
20,5,23,1.3319
20,5,23,1.4224
20,5,23,1.4078
20,5,23,1.3059
20,5,23,1.3434
20,5,23,1.3001
20,5,23,1.3847
20,5,23,1.434
20,5,23,1.3317
20,5,23,1.3841
20,5,23,1.34
20,5,23,1.292
20,5,23,1.4777
20,5,23,1.2669
20,5,23,1.3071
20,5,23,1.3392
20,5,23,1.3845
20,5,23,1.4021
20,5,23,1.2883
20,5,23,1.312
20,5,23,1.2724
20,5,23,1.2467
20,5,23,1.2995
20,5,23,1.4537
20,5,23,1.2399
20,5,23,1.2781
20,5,23,1.3013
20,5,23,1.3353
20,5,23,1.3737
20,5,23,1.2825
20,5,23,1.2914
20,5,23,1.2697
20,4,23,1.0653
20,4,23,1.1056
20,4,23,1.0594
20,4,23,1.1087
20,4,23,1.214
20,4,23,1.1002
20,4,23,1.078
20,4,23,1.072
20,4,23,1.1402
20,4,23,1.0381
20,4,23,1.0221
20,4,23,1.0625
20,4,23,1.0764
20,4,23,1.0832
20,4,23,1.1171
20,4,23,1.0726
20,4,23,1.1215
20,4,23,1.0903
20,4,23,0.9743
20,4,23,1.0494
20,4,23,1.1077
20,4,23,1.098
20,4,23,1.1649
20,4,23,1.076
20,4,23,1.0554
20,4,23,1.0997
20,4,23,1.0779
20,4,23,1.1435
20,4,23,1.1604
20,4,23,1.0788
20,4,23,1.2
20,4,23,1.1045
20,4,23,1.0577
20,4,23,1.0493
20,4,23,1.0784
20,4,23,1.0863
20,4,23,1.0504
20,4,23,1.1115
20,4,23,1.1551
20,4,23,1.1027
20,4,23,1.1337
20,4,23,1.0905
20,4,23,1.1254
20,4,23,1.1926
20,4,23,1.1081
20,4,23,1.1314
20,4,23,1.0362
20,4,23,1.1294
20,4,23,1.0966
20,4,23,1.1076
20,4,23,1.0634
20,4,23,1.1023
20,4,23,1.2207
20,4,23,1.134
20,4,23,1.0711
20,4,23,1.0965
20,4,23,1.1335
20,4,23,1.0548
20,4,23,1.0607
20,4,23,1.068
23,9,23,3.3014
23,9,23,3.7739
23,9,23,3.3671
23,9,23,3.6583
23,9,23,3.3468
23,9,23,3.7044
23,9,23,3.3788
23,9,23,3.7091
23,9,23,3.4419
23,9,23,3.5649
23,9,23,3.4692
23,9,23,3.593
23,9,23,3.5706
23,9,23,3.4665
23,9,23,3.5677
23,9,23,3.4328
23,9,23,3.6293
23,9,23,3.4674
23,9,23,3.6722
23,9,23,3.4472
23,9,23,3.5683
23,9,23,3.4437
23,9,23,3.552
23,9,23,3.4632
23,9,23,3.4518
23,9,23,3.4436
23,9,23,3.4285
23,9,23,3.4285
23,9,23,3.4215
23,9,23,3.4313
23,9,23,3.4232
23,9,23,3.4188
23,9,23,3.4293
23,9,23,3.346
23,9,23,3.4473
23,9,23,3.4156
23,9,23,3.431
23,9,23,3.3753
23,9,23,3.4388
23,9,23,3.3961
23,9,23,3.3026
23,9,23,3.3232
23,9,23,3.3276
23,9,23,3.2852
23,9,23,3.2899
23,9,23,3.2761
23,9,23,3.2755
23,9,23,3.2734
23,9,23,3.2661
23,9,23,3.3045
23,9,23,3.2821
23,9,23,3.2631
23,9,23,3.2276
23,9,23,3.2616
23,9,23,3.255
23,9,23,3.2867
23,9,23,3.2919
23,9,23,3.3395
23,9,23,3.3351
23,9,23,3.2843
23,8,23,2.9896
23,8,23,2.9626
23,8,23,2.9806
23,8,23,2.9481
23,8,23,2.9789
23,8,23,2.9756
23,8,23,2.9962
23,8,23,2.9727
23,8,23,2.999
23,8,23,3.0258
23,8,23,3.0008
23,8,23,2.9872
23,8,23,2.9978
23,8,23,3.0211
23,8,23,2.993
23,8,23,3.0207
23,8,23,3.0266
23,8,23,3.0331
23,8,23,3.0076
23,8,23,3.0145
23,8,23,3.0306
23,8,23,3.0013
23,8,23,2.9966
23,8,23,2.9504
23,8,23,3.0128
23,8,23,3.0017
23,8,23,3.0119
23,8,23,2.9899
23,8,23,2.9702
23,8,23,2.9495
23,8,23,2.974
23,8,23,2.9584
23,8,23,3.0083
23,8,23,2.9398
23,8,23,2.9211
23,8,23,2.9417
23,8,23,2.9607
23,8,23,2.9337
23,8,23,2.9497
23,8,23,2.9187
23,8,23,2.818
23,8,23,2.8077
23,8,23,2.8459
23,8,23,2.8007
23,8,23,2.7983
23,8,23,2.734
23,8,23,2.7554
23,8,23,2.7856
23,8,23,2.8419
23,8,23,2.7818
23,8,23,2.7996
23,8,23,2.8142
23,8,23,2.8289
23,8,23,2.8241
23,8,23,2.8047
23,8,23,2.7939
23,8,23,2.836
23,8,23,2.8172
23,8,23,2.8009
23,8,23,2.8002
23,7,23,2.331
23,7,23,2.7206
23,7,23,2.3024
23,7,23,2.7137
23,7,23,2.293
23,7,23,2.6911
23,7,23,2.2921
23,7,23,2.6212
23,7,23,2.2816
23,7,23,2.5495
23,7,23,2.3189
23,7,23,2.472
23,7,23,2.3526
23,7,23,2.4265
23,7,23,2.3854
23,7,23,2.3756
23,7,23,2.4378
23,7,23,2.3857
23,7,23,2.4424
23,7,23,2.3994
23,7,23,2.6077
23,7,23,2.35
23,7,23,2.5531
23,7,23,2.3437
23,7,23,2.5008
23,7,23,2.2738
23,7,23,2.4612
23,7,23,2.3191
23,7,23,2.4247
23,7,23,2.2466
23,7,23,2.4083
23,7,23,2.2679
23,7,23,2.4307
23,7,23,2.2581
23,7,23,2.4407
23,7,23,2.2871
23,7,23,2.5013
23,7,23,2.2545
23,7,23,2.4852
23,7,23,2.2766
23,7,23,2.44
23,7,23,2.4289
23,7,23,2.4178
23,7,23,2.356
23,7,23,2.3531
23,7,23,2.3336
23,7,23,2.3901
23,7,23,2.3758
23,7,23,2.3708
23,7,23,2.352
23,7,23,2.367
23,7,23,2.3701
23,7,23,2.4084
23,7,23,2.371
23,7,23,2.3714
23,7,23,2.4917
23,7,23,2.3797
23,7,23,2.53
23,7,23,2.404
23,7,23,2.5737
23,6,23,1.8226
23,6,23,2.0296
23,6,23,1.7356
23,6,23,1.9255
23,6,23,1.6908
23,6,23,1.8514
23,6,23,1.6405
23,6,23,1.7948
23,6,23,1.6196
23,6,23,1.8229
23,6,23,1.6357
23,6,23,1.834
23,6,23,1.6723
23,6,23,1.8379
23,6,23,1.7716
23,6,23,1.7674
23,6,23,1.8285
23,6,23,1.7725
23,6,23,1.8084
23,6,23,1.7678
23,6,23,1.673
23,6,23,1.9723
23,6,23,1.6117
23,6,23,1.8625
23,6,23,1.6295
23,6,23,1.7483
23,6,23,1.6783
23,6,23,1.7269
23,6,23,1.7432
23,6,23,1.8118
23,6,23,1.7951
23,6,23,1.9434
23,6,23,1.7235
23,6,23,2.0356
23,6,23,1.7208
23,6,23,2.0284
23,6,23,1.6902
23,6,23,1.8674
23,6,23,1.653
23,6,23,1.7535
23,6,23,2.0126
23,6,23,1.8874
23,6,23,2.1522
23,6,23,1.8708
23,6,23,2.2447
23,6,23,1.8368
23,6,23,2.2474
23,6,23,1.8455
23,6,23,2.1379
23,6,23,1.8997
23,6,23,1.9686
23,6,23,2.0017
23,6,23,1.891
23,6,23,2.0935
23,6,23,1.7754
23,6,23,2.0986
23,6,23,1.712
23,6,23,1.9342
23,6,23,1.7543
23,6,23,1.8066
23,5,23,1.2787
23,5,23,1.2093
23,5,23,1.2573
23,5,23,1.2352
23,5,23,1.2611
23,5,23,1.2951
23,5,23,1.2924
23,5,23,1.2622
23,5,23,1.287
23,5,23,1.3496
23,5,23,1.2926
23,5,23,1.3691
23,5,23,1.3402
23,5,23,1.3802
23,5,23,1.4066
23,5,23,1.2937
23,5,23,1.3564
23,5,23,1.3217
23,5,23,1.3203
23,5,23,1.3443
23,5,23,1.3926
23,5,23,1.3682
23,5,23,1.2765
23,5,23,1.3534
23,5,23,1.3165
23,5,23,1.3639
23,5,23,1.3715
23,5,23,1.2671
23,5,23,1.288
23,5,23,1.3375
23,5,23,1.3407
23,5,23,1.3838
23,5,23,1.3585
23,5,23,1.303
23,5,23,1.2657
23,5,23,1.2333
23,5,23,1.1619
23,5,23,1.3081
23,5,23,1.1603
23,5,23,1.2944
23,5,23,1.3431
23,5,23,1.156
23,5,23,1.3662
23,5,23,1.1971
23,5,23,1.317
23,5,23,1.234
23,5,23,1.2978
23,5,23,1.2558
23,5,23,1.236
23,5,23,1.3073
23,5,23,1.2956
23,5,23,1.2952
23,5,23,1.4396
23,5,23,1.2225
23,5,23,1.5022
23,5,23,1.219
23,5,23,1.3598
23,5,23,1.3228
23,5,23,1.2846
23,5,23,1.4523
23,4,23,0.8302
23,4,23,0.7472
23,4,23,0.8341
23,4,23,0.7636
23,4,23,0.8146
23,4,23,0.7932
23,4,23,0.9462
23,4,23,0.7622
23,4,23,0.8553
23,4,23,0.631
23,4,23,0.8081
23,4,23,0.6081
23,4,23,0.8052
23,4,23,0.7804
23,4,23,0.7978
23,4,23,0.8025
23,4,23,0.7792
23,4,23,0.7866
23,4,23,0.8467
23,4,23,0.7332
23,4,23,0.8034
23,4,23,0.9442
23,4,23,0.7248
23,4,23,0.9806
23,4,23,0.7807
23,4,23,0.8673
23,4,23,0.8969
23,4,23,0.7851
23,4,23,0.821
23,4,23,0.8057
23,4,23,0.8723
23,4,23,0.7901
23,4,23,0.9584
23,4,23,0.7482
23,4,23,0.831
23,4,23,0.6489
23,4,23,0.8403
23,4,23,0.7061
23,4,23,0.8383
23,4,23,0.8314
23,4,23,0.832
23,4,23,0.8139
23,4,23,0.8161
23,4,23,0.8121
23,4,23,0.8094
23,4,23,0.8976
23,4,23,0.7273
23,4,23,0.9497
23,4,23,0.7413
23,4,23,0.8555
23,4,23,0.8477
23,4,23,0.7665
23,4,23,0.8354
23,4,23,0.7563
23,4,23,0.8285
23,4,23,0.7811
23,4,23,0.9289
23,4,23,0.7592
23,4,23,0.8624
23,4,23,0.6612
23,3,23,0.4766
23,3,23,0.5096
23,3,23,0.3966
23,3,23,0.4883
23,3,23,0.4204
23,3,23,0.4749
23,3,23,0.4745
23,3,23,0.4626
23,3,23,0.4516
23,3,23,0.5474
23,3,23,0.4237
23,3,23,0.5375
23,3,23,0.4719
23,3,23,0.4552
23,3,23,0.4615
23,3,23,0.4727
23,3,23,0.4995
23,3,23,0.4544
23,3,23,0.4896
23,3,23,0.4068
23,3,23,0.4236
23,3,23,0.5671
23,3,23,0.4255
23,3,23,0.4823
23,3,23,0.4748
23,3,23,0.464
23,3,23,0.4772
23,3,23,0.4796
23,3,23,0.5297
23,3,23,0.4336
23,3,23,0.4991
23,3,23,0.4131
23,3,23,0.4827
23,3,23,0.4647
23,3,23,0.4668
23,3,23,0.4776
23,3,23,0.5351
23,3,23,0.4512
23,3,23,0.5902
23,3,23,0.4608
23,3,23,0.5182
23,3,23,0.4261
23,3,23,0.4992
23,3,23,0.4414
23,3,23,0.4708
23,3,23,0.4627
23,3,23,0.4679
23,3,23,0.4598
23,3,23,0.5586
23,3,23,0.4383
23,3,23,0.4861
23,3,23,0.4839
23,3,23,0.4663
23,3,23,0.4695
23,3,23,0.4685
23,3,23,0.5033
23,3,23,0.4424
23,3,23,0.4942
23,3,23,0.4275
23,3,23,0.4761
28,9,23,4.553
28,9,23,4.392
28,9,23,4.476
28,9,23,4.581
28,9,23,4.458
28,9,23,4.555
28,9,23,4.538
28,9,23,4.36
28,9,23,4.54
28,9,23,4.471
28,9,23,4.569
28,9,23,4.529
28,9,23,4.49
28,9,23,4.541
28,9,23,4.319
28,9,23,4.55
28,9,23,4.446
28,9,23,4.493
28,9,23,4.378
28,9,23,4.28
28,9,23,4.478
28,9,23,4.487
28,9,23,4.614
28,9,23,4.405
28,9,23,4.778
28,9,23,4.725
28,9,23,4.713
28,9,23,4.756
28,9,23,4.424
28,9,23,4.731
28,9,23,4.664
28,9,23,4.697
28,9,23,4.69
28,9,23,4.66
28,9,23,4.49
28,9,23,4.276
28,9,23,4.442
28,9,23,4.642
28,9,23,4.539
28,9,23,4.543
28,9,23,4.461
28,9,23,4.807
28,9,23,4.848
28,9,23,4.62
28,9,23,4.916
28,9,23,4.439
28,9,23,4.802
28,9,23,4.844
28,9,23,4.697
28,9,23,4.806
28,9,23,4.634
28,9,23,4.589
28,9,23,4.519
28,9,23,4.559
28,9,23,4.781
28,9,23,4.622
28,9,23,4.65
28,9,23,4.654
28,9,23,4.598
28,9,23,4.883
28,8,23,4.078
28,8,23,4.133
28,8,23,4.108
28,8,23,3.877
28,8,23,4.149
28,8,23,4.265
28,8,23,4.106
28,8,23,4.346
28,8,23,3.877
28,8,23,4.19
28,8,23,4.269
28,8,23,4.061
28,8,23,4.074
28,8,23,4.059
28,8,23,4.001
28,8,23,4.36
28,8,23,4.273
28,8,23,3.974
28,8,23,4.254
28,8,23,3.911
28,8,23,3.942
28,8,23,3.985
28,8,23,3.957
28,8,23,4.346
28,8,23,4.177
28,8,23,4.269
28,8,23,4.116
28,8,23,3.75
28,8,23,4.042
28,8,23,4.191
28,8,23,4.052
28,8,23,4.1
28,8,23,4.055
28,8,23,4.001
28,8,23,4.316
28,8,23,4.203
28,8,23,4.194
28,8,23,4.023
28,8,23,3.76
28,8,23,4.035
28,8,23,4.202
28,8,23,4.376
28,8,23,4.281
28,8,23,4.205
28,8,23,4.082
28,8,23,4.029
28,8,23,4.239
28,8,23,4.412
28,8,23,4.203
28,8,23,4.126
28,8,23,4.442
28,8,23,4.287
28,8,23,4.375
28,8,23,4.339
28,8,23,4.25
28,8,23,4.083
28,8,23,3.983
28,8,23,4.234
28,8,23,4.495
28,8,23,4.33
28,7,23,3.807
28,7,23,3.632
28,7,23,3.692
28,7,23,3.642
28,7,23,3.476
28,7,23,3.785
28,7,23,3.736
28,7,23,3.547
28,7,23,3.811
28,7,23,3.403
28,7,23,3.528
28,7,23,3.792
28,7,23,3.615
28,7,23,3.594
28,7,23,3.832
28,7,23,3.642
28,7,23,3.758
28,7,23,3.7
28,7,23,3.33
28,7,23,3.631
28,7,23,3.455
28,7,23,3.6
28,7,23,3.498
28,7,23,3.437
28,7,23,3.616
28,7,23,3.422
28,7,23,3.699
28,7,23,3.582
28,7,23,3.159
28,7,23,3.486
28,7,23,3.477
28,7,23,3.427
28,7,23,3.487
28,7,23,3.415
28,7,23,3.483
28,7,23,3.682
28,7,23,3.55
28,7,23,3.546
28,7,23,3.413
28,7,23,3.351
28,7,23,3.552
28,7,23,3.492
28,7,23,3.428
28,7,23,3.517
28,7,23,3.487
28,7,23,3.499
28,7,23,3.672
28,7,23,3.554
28,7,23,3.496
28,7,23,3.354
28,7,23,3.287
28,7,23,3.356
28,7,23,3.613
28,7,23,3.444
28,7,23,3.172
28,7,23,3.472
28,7,23,3.566
28,7,23,3.44
28,7,23,3.454
28,7,23,3.363
28,6,23,2.853
28,6,23,2.871
28,6,23,2.896
28,6,23,3.016
28,6,23,2.998
28,6,23,2.897
28,6,23,2.79
28,6,23,3.099
28,6,23,3.112
28,6,23,2.574
28,6,23,2.921
28,6,23,2.92
28,6,23,2.846
28,6,23,2.722
28,6,23,2.996
28,6,23,2.983
28,6,23,2.961
28,6,23,2.939
28,6,23,2.909
28,6,23,2.78
28,6,23,2.85
28,6,23,3.083
28,6,23,2.927
28,6,23,2.984
28,6,23,2.825
28,6,23,2.882
28,6,23,3.05
28,6,23,2.857
28,6,23,2.969
28,6,23,2.697
28,6,23,2.767
28,6,23,2.86
28,6,23,2.826
28,6,23,2.834
28,6,23,3.038
28,6,23,2.937
28,6,23,2.917
28,6,23,2.79
28,6,23,3.026
28,6,23,3.005
28,6,23,2.948
28,6,23,3.147
28,6,23,2.906
28,6,23,2.88
28,6,23,2.995
28,6,23,3.142
28,6,23,2.99
28,6,23,2.715
28,6,23,2.922
28,6,23,3.054
28,6,23,2.871
28,6,23,2.856
28,6,23,3.113
28,6,23,2.954
28,6,23,2.979
28,6,23,2.886
28,6,23,2.817
28,6,23,3.025
28,6,23,2.941
28,6,23,3.002
28,5,23,2.008
28,5,23,2.032
28,5,23,2.178
28,5,23,2.006
28,5,23,2.133
28,5,23,2.131
28,5,23,2.057
28,5,23,1.891
28,5,23,2.074
28,5,23,2.227
28,5,23,2.048
28,5,23,2.008
28,5,23,2.286
28,5,23,2.124
28,5,23,2.101
28,5,23,1.968
28,5,23,2.159
28,5,23,2.047
28,5,23,1.93
28,5,23,2.138
28,5,23,1.996
28,5,23,2.191
28,5,23,2.076
28,5,23,2.179
28,5,23,1.977
28,5,23,2.079
28,5,23,2.202
28,5,23,1.902
28,5,23,2.064
28,5,23,2.111
28,5,23,2.076
28,5,23,1.958
28,5,23,2.012
28,5,23,2.028
28,5,23,2.006
28,5,23,2.09
28,5,23,2.041
28,5,23,2.059
28,5,23,2.078
28,5,23,2.098
28,5,23,2.249
28,5,23,2.215
28,5,23,2.434
28,5,23,2.408
28,5,23,2.317
28,5,23,2.44
28,5,23,2.529
28,5,23,2.455
28,5,23,2.329
28,5,23,2.399
28,5,23,2.411
28,5,23,2.262
28,5,23,2.294
28,5,23,2.437
28,5,23,2.458
28,5,23,2.317
28,5,23,2.186
28,5,23,2.241
28,5,23,2.32
28,5,23,2.438
28,4,23,1.473
28,4,23,1.216
28,4,23,1.354
28,4,23,1.423
28,4,23,1.363
28,4,23,1.172
28,4,23,1.28
28,4,23,1.181
28,4,23,1.265
28,4,23,1.305
28,4,23,1.364
28,4,23,1.415
28,4,23,1.325
28,4,23,1.266
28,4,23,1.46
28,4,23,1.334
28,4,23,1.45
28,4,23,1.309
28,4,23,1.377
28,4,23,1.217
28,4,23,1.408
28,4,23,1.277
28,4,23,1.256
28,4,23,1.436
28,4,23,1.083
28,4,23,1.365
28,4,23,1.336
28,4,23,1.369
28,4,23,1.32
28,4,23,1.345
28,4,23,1.108
28,4,23,1.237
28,4,23,1.226
28,4,23,1.331
28,4,23,1.444
28,4,23,1.257
28,4,23,1.357
28,4,23,1.332
28,4,23,1.239
28,4,23,1.509
28,4,23,1.22
28,4,23,1.385
28,4,23,1.178
28,4,23,1.372
28,4,23,1.289
28,4,23,1.164
28,4,23,1.37
28,4,23,1.157
28,4,23,1.289
28,4,23,1.303
28,4,23,1.334
28,4,23,1.09
28,4,23,1.152
28,4,23,1.097
28,4,23,1.154
28,4,23,1.314
28,4,23,1.271
28,4,23,1.352
28,4,23,1.198
28,4,23,1.227
28,3,23,0.647
28,3,23,0.511
28,3,23,0.613
28,3,23,0.533
28,3,23,0.6
28,3,23,0.58
28,3,23,0.611
28,3,23,0.644
28,3,23,0.617
28,3,23,0.746
28,3,23,0.661
28,3,23,0.736
28,3,23,0.636
28,3,23,0.73
28,3,23,0.653
28,3,23,0.677
28,3,23,0.674
28,3,23,0.642
28,3,23,0.713
28,3,23,0.641
28,3,23,0.672
28,3,23,0.684
28,3,23,0.6
28,3,23,0.671
28,3,23,0.553
28,3,23,0.622
28,3,23,0.523
28,3,23,0.608
28,3,23,0.537
28,3,23,0.608
28,3,23,0.585
28,3,23,0.611
28,3,23,0.647
28,3,23,0.625
28,3,23,0.739
28,3,23,0.667
28,3,23,0.728
28,3,23,0.642
28,3,23,0.707
28,3,23,0.684
28,3,23,0.738
28,3,23,0.63
28,3,23,0.713
28,3,23,0.673
28,3,23,0.7
28,3,23,0.657
28,3,23,0.694
28,3,23,0.623
28,3,23,0.67
28,3,23,0.582
28,3,23,0.638
28,3,23,0.53
28,3,23,0.617
28,3,23,0.502
28,3,23,0.605
28,3,23,0.533
28,3,23,0.589
28,3,23,0.558
28,3,23,0.6
28,3,23,0.631
28,2,23,0.391
28,2,23,0.423
28,2,23,0.379
28,2,23,0.401
28,2,23,0.362
28,2,23,0.393
28,2,23,0.349
28,2,23,0.376
28,2,23,0.347
28,2,23,0.347
28,2,23,0.356
28,2,23,0.333
28,2,23,0.366
28,2,23,0.306
28,2,23,0.367
28,2,23,0.306
28,2,23,0.377
28,2,23,0.32
28,2,23,0.373
28,2,23,0.335
28,2,23,0.399
28,2,23,0.376
28,2,23,0.414
28,2,23,0.367
28,2,23,0.415
28,2,23,0.361
28,2,23,0.418
28,2,23,0.358
28,2,23,0.407
28,2,23,0.357
28,2,23,0.404
28,2,23,0.354
28,2,23,0.403
28,2,23,0.367
28,2,23,0.403
28,2,23,0.378
28,2,23,0.392
28,2,23,0.38
28,2,23,0.39
28,2,23,0.379
28,2,23,0.369
28,2,23,0.348
28,2,23,0.347
28,2,23,0.354
28,2,23,0.328
28,2,23,0.361
28,2,23,0.311
28,2,23,0.362
28,2,23,0.314
28,2,23,0.371
28,2,23,0.333
28,2,23,0.381
28,2,23,0.343
28,2,23,0.391
28,2,23,0.357
28,2,23,0.401
28,2,23,0.359
28,2,23,0.404
28,2,23,0.355
28,2,23,0.418
28,1,23,0.204
28,1,23,0.195
28,1,23,0.195
28,1,23,0.212
28,1,23,0.193
28,1,23,0.23
28,1,23,0.212
28,1,23,0.23
28,1,23,0.218
28,1,23,0.223
28,1,23,0.231
28,1,23,0.213
28,1,23,0.235
28,1,23,0.197
28,1,23,0.224
28,1,23,0.213
28,1,23,0.212
28,1,23,0.218
28,1,23,0.187
28,1,23,0.192
28,1,23,0.209
28,1,23,0.214
28,1,23,0.207
28,1,23,0.203
28,1,23,0.215
28,1,23,0.2
28,1,23,0.222
28,1,23,0.19
28,1,23,0.22
28,1,23,0.206
28,1,23,0.201
28,1,23,0.202
28,1,23,0.184
28,1,23,0.184
28,1,23,0.193
28,1,23,0.18
28,1,23,0.215
28,1,23,0.186
28,1,23,0.218
28,1,23,0.202
28,1,23,0.198
28,1,23,0.227
28,1,23,0.211
28,1,23,0.192
28,1,23,0.198
28,1,23,0.188
28,1,23,0.191
28,1,23,0.204
28,1,23,0.184
28,1,23,0.223
28,1,23,0.202
28,1,23,0.215
28,1,23,0.205
28,1,23,0.205
28,1,23,0.209
28,1,23,0.193
28,1,23,0.219
28,1,23,0.187
28,1,23,0.213
28,1,23,0.197
